School_ID,Long_Name,Primary_Category,Address,City,State,Zip,Attendance_Boundaries,Student_Count_Total,Student_Count_Low_Income,Percent_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,School_Latitude,School_Longitude,Student_Attainment_Rating,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Average_Performance,Progress_Report_Year,Student_Growth_Rating,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES
400150,YCCS-Chatham AcademyHS,HS,9035 S LANGLEY AVE,Chicago,Illinois,60619,FALSE,172,155,90.12,37,0,170,1,0,0,0,0,0,1,0,0,TRUE,FALSE,,TRUE,41.730131,-87.60698,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
400151,L.E.A.R.N. Charter School - 7th Campus,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,FALSE,205,195,95.12,25,1,199,5,0,0,0,0,0,1,0,0,TRUE,FALSE,,TRUE,41.88741,-87.701397,BELOW AVERAGE,11,11th,21,21st,16,2018,BELOW AVERAGE,6,6th,27,27th
400153,Acero Charter Schools - Brighton Park,ES,4420 S FAIRFIELD AVE,Chicago,Illinois,60632,FALSE,569,545,95.78,61,307,1,566,0,0,0,0,0,2,0,0,TRUE,TRUE,,TRUE,41.813109,-87.693238,ABOVE AVERAGE,70,70th,69,69th,69.5,2018,ABOVE AVERAGE,54,54th,73,73rd
400156,Noble - Butler College Prep,HS,821 E 103RD ST,Chicago,Illinois,60628,FALSE,641,576,89.86,132,14,608,26,0,0,0,0,0,5,1,1,TRUE,FALSE,FALSE,,41.706667,-87.602573,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,ABOVE AVERAGE,,,,
400157,Noble - Baker College Prep,HS,2710 E 89TH ST,Chicago,Illinois,60617,FALSE,243,231,95.06,61,23,195,39,5,1,1,0,0,1,1,0,TRUE,FALSE,FALSE,TRUE,41.734622,-87.556201,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,ABOVE AVERAGE,,,,
400159,Christopher House Charter School,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,FALSE,392,333,84.95,56,141,8,371,5,0,0,0,0,1,1,6,TRUE,TRUE,,TRUE,41.922181,-87.757522,AVERAGE,54,54th,60,60th,57,2018,AVERAGE,30,30th,75,75th
400161,Chicago Collegiate Charter School,HS,11816 S INDIANA,Chicago,Illinois,60628,FALSE,317,258,81.39,58,0,310,5,0,0,0,0,0,2,0,0,TRUE,,,,41.679318,-87.617968,FAR BELOW EXPECTATIONS,44,44th,18,18th,31,2018,BELOW AVERAGE,34,34th,22,22nd
400162,Intrinsic Charter School,HS,4540 W BELMONT AVE,Chicago,Illinois,60641,FALSE,985,831,84.37,184,123,39,902,34,5,0,0,0,4,0,1,TRUE,TRUE,FALSE,TRUE,41.938988,-87.741129,MET EXPECTATIONS,69,69th,67,67th,68,2018,ABOVE AVERAGE,64,64th,78,78th
400163,KIPP Chicago Charter School - KIPP Bloom,ES,5515 S LOWE AVE,Chicago,Illinois,60621,FALSE,449,419,93.32,74,7,427,13,5,0,2,0,0,2,0,0,TRUE,,,TRUE,41.793556,-87.639967,AVERAGE,42,42nd,30,30th,36,2018,ABOVE AVERAGE,87,87th,66,66th
400164,Instituto - Justice Lozano,HS,2570 S BLUE ISLAND AVE,Chicago,Illinois,60608,FALSE,87,80,91.95,13,24,0,86,0,0,1,0,0,0,0,0,FALSE,TRUE,,,41.845957,-87.685903,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
400165,L.E.A.R.N. - Middle School Campus,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,FALSE,263,204,77.57,45,0,248,12,0,1,1,0,0,1,0,0,TRUE,,,TRUE,41.887413,-87.702704,AVERAGE,39,39th,40,40th,39.5,2018,AVERAGE,54,54th,55,55th
400167,Horizon Science Academy Southwest Chicago Charter,ES,5401 S WESTERN AVE,Chicago,Illinois,60609,FALSE,731,700,95.76,84,154,215,509,3,0,1,0,0,3,0,0,TRUE,TRUE,,TRUE,41.795201,-87.683963,BELOW AVERAGE,29,29th,29,29th,29,2018,AVERAGE,25,25th,42,42nd
400168,Great Lakes Academy Charter School,ES,8401 S SAGINAW AVE,Chicago,Illinois,60617,FALSE,325,279,85.85,38,30,283,41,0,0,0,0,0,1,0,0,TRUE,FALSE,,TRUE,41.742671,-87.559907,ABOVE AVERAGE,78,78th,53,53rd,65.5,2018,ABOVE AVERAGE,81,81st,43,43rd
400169,Noble - ITW David Speer Academy,HS,5321 W GRAND AVE,Chicago,Illinois,60639,FALSE,1042,928,89.06,178,121,133,884,16,2,2,0,0,4,1,0,TRUE,TRUE,,TRUE,41.92563,-87.769808,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,ABOVE AVERAGE,,,,
400170,Noble - The Noble Academy,HS,1443 N OGDEN AVE,Chicago,Illinois,60610,FALSE,427,353,82.67,65,22,180,222,4,13,5,0,0,3,0,0,TRUE,TRUE,TRUE,TRUE,41.906879,-87.645577,MET EXPECTATIONS,,,,,#DIV/0!,2018,ABOVE AVERAGE,,,,
400171,Foundations College Preparatory Charter School,HS,1233 W 109TH PL,Chicago,Illinois,60643,FALSE,237,223,94.09,52,3,228,8,0,0,0,0,0,1,0,0,TRUE,,,TRUE,41.694671,-87.653535,FAR BELOW EXPECTATIONS,27,27th,6,6th,16.5,2018,AVERAGE,34,34th,12,12th
400172,ASPIRA Business and Finance,HS,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,FALSE,643,436,67.81,131,200,16,608,10,4,1,0,0,4,0,0,TRUE,TRUE,,TRUE,41.935726,-87.718204,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
400173,Pathways in Education- Brighton Park,HS,3124 W 47TH ST,Chicago,Illinois,60632,FALSE,371,305,82.21,51,72,13,335,22,1,0,0,0,0,0,0,FALSE,,,,41.808226,-87.702645,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
400175,Camelot Excel - Southshore HS,HS,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,FALSE,218,198,90.83,38,9,167,47,2,0,0,0,0,2,0,0,TRUE,,,TRUE,41.759749,-87.556487,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
400176,Camelot Excel - Southwest HS,HS,7014 S WASHTENAW AVE,Chicago,Illinois,60629,FALSE,97,65,67.01,26,4,82,13,1,0,1,0,0,0,0,0,TRUE,,,TRUE,41.765929,-87.69073,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
400178,Moving Everest Charter School,ES,416 N LARAMIE AVE,Chicago,Illinois,60644,FALSE,431,385,89.33,53,8,422,7,1,0,0,0,0,1,0,0,TRUE,,,TRUE,41.888259,-87.755281,BELOW AVERAGE,16,16th,27,27th,21.5,2018,ABOVE AVERAGE,79,79th,81,81st
400179,Noble Mansueto High School,HS,2911 W 47TH,Chicago,Illinois,60632,FALSE,771,707,91.7,135,180,9,739,8,13,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,41.800136,-87.728003,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,ABOVE AVERAGE,,,,
400180,KIPP One Academy,ES,730 N PULASKI,Chicago,Illinois,60624,FALSE,633,613,96.84,72,90,433,193,2,1,1,0,0,3,0,0,TRUE,TRUE,,TRUE,41.893805,-87.726615,ABOVE AVERAGE,72,72nd,81,81st,76.5,2018,FAR ABOVE AVERAGE,99,99th,99,99th
609674,Chicago Vocational Career Academy High School,HS,2100 E 87TH ST,Chicago,Illinois,60617,TRUE,846,773,91.37,216,17,820,18,2,1,1,0,0,3,0,1,TRUE,FALSE,FALSE,TRUE,41.737174,-87.573268,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S KING DR,Chicago,Illinois,60616,FALSE,289,276,95.5,85,8,273,12,3,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,41.840226,-87.617637,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609678,William Jones College Preparatory High School,HS,700 S STATE ST,Chicago,Illinois,60605,FALSE,1905,716,37.59,102,21,226,563,747,272,6,0,0,80,11,0,FALSE,FALSE,FALSE,FALSE,41.873066,-87.627675,FAR ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609679,Charles Allen Prosser Career Academy High School,HS,2148 N LONG AVE,Chicago,Illinois,60639,FALSE,1280,1146,89.53,167,77,242,1001,23,5,6,0,0,2,1,0,FALSE,TRUE,FALSE,TRUE,41.920059,-87.761048,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609680,Walter Payton College Preparatory High School,HS,1034 N WELLS ST,Chicago,Illinois,60610,FALSE,1148,360,31.36,51,8,124,253,501,202,2,0,0,58,8,0,FALSE,TRUE,FALSE,FALSE,41.901575,-87.635385,FAR ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609682,Ellen H Richards Career Academy High School,HS,5009 S LAFLIN ST,Chicago,Illinois,60609,TRUE,221,213,96.38,44,72,89,123,2,0,0,0,0,0,0,7,TRUE,TRUE,FALSE,TRUE,41.802881,-87.662278,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609691,North-Grand High School,HS,4338 W WABANSIA AVE,Chicago,Illinois,60639,TRUE,971,871,89.7,194,248,164,789,9,3,3,0,0,3,0,0,FALSE,TRUE,FALSE,TRUE,41.911674,-87.735238,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609692,Neal F Simeon Career Academy High School,HS,8147 S VINCENNES AVE,Chicago,Illinois,60620,FALSE,1299,1152,88.68,142,1,1281,13,0,0,0,0,0,4,1,0,FALSE,FALSE,FALSE,TRUE,41.745781,-87.63541,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609693,George Westinghouse College Prep,HS,3223 W FRANKLIN BLVD,Chicago,Illinois,60624,FALSE,1188,914,76.94,80,25,624,472,23,56,0,0,0,7,0,6,FALSE,FALSE,FALSE,TRUE,41.889977,-87.707332,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609694,John Hancock College Preparatory High School,HS,4034 W 56TH ST,Chicago,Illinois,60629,TRUE,987,809,81.97,22,8,18,926,29,11,3,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,41.791464,-87.72447,FAR ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609695,Roald Amundsen High School,HS,5110 N DAMEN AVE,Chicago,Illinois,60625,TRUE,1245,931,74.78,182,112,138,731,203,142,4,0,0,20,7,0,TRUE,TRUE,TRUE,TRUE,41.975067,-87.679484,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609698,William J Bogan High School,HS,3939 W 79TH ST,Chicago,Illinois,60652,TRUE,808,720,89.11,191,95,484,318,3,0,1,0,0,1,1,0,FALSE,TRUE,FALSE,TRUE,41.749376,-87.721097,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609704,David G Farragut Career Academy High School,HS,2345 S CHRISTIANA AVE,Chicago,Illinois,60623,TRUE,630,620,98.41,146,166,76,548,5,0,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,41.84856,-87.708706,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609705,Christian Fenger Academy High School,HS,11220 S WALLACE ST,Chicago,Illinois,60628,FALSE,202,182,90.1,34,1,195,4,0,0,0,0,0,2,1,0,TRUE,TRUE,FALSE,TRUE,41.689951,-87.637572,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609708,Edwin G. Foreman College and Career Academy,HS,3235 N LECLAIRE AVE,Chicago,Illinois,60641,TRUE,744,685,92.07,148,227,157,564,16,3,2,0,0,1,1,0,FALSE,TRUE,TRUE,TRUE,41.939797,-87.754167,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609709,Gage Park High School,HS,5630 S ROCKWELL ST,Chicago,Illinois,60629,TRUE,342,330,96.49,80,98,120,219,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,41.791013,-87.688954,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609710,John M Harlan Community Academy High School,HS,9652 S MICHIGAN AVE,Chicago,Illinois,60628,TRUE,331,305,92.15,65,0,323,6,1,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,41.718372,-87.620623,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609711,William Rainey Harper High School,HS,6520 S WOOD ST,Chicago,Illinois,60636,TRUE,78,69,88.46,22,1,76,2,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,41.775124,-87.669089,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609712,Emil G Hirsch Metropolitan High School,HS,7740 S INGLESIDE AVE,Chicago,Illinois,60619,TRUE,96,94,97.92,34,2,92,1,0,0,2,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,41.753748,-87.601727,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609713,Hyde Park Academy High School,HS,6220 S STONY ISLAND AVE,Chicago,Illinois,60637,TRUE,706,682,96.6,141,6,697,6,0,0,1,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,41.782257,-87.586615,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609715,Thomas Kelly College Preparatory,HS,4136 S CALIFORNIA AVE,Chicago,Illinois,60632,TRUE,1797,1687,93.88,312,506,69,1422,35,253,4,0,0,9,2,3,FALSE,TRUE,FALSE,TRUE,41.818729,-87.694639,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609716,Kelvyn Park High School,HS,4343 W WRIGHTWOOD AVE,Chicago,Illinois,60639,TRUE,413,397,96.13,94,130,25,375,10,0,1,0,0,1,1,0,TRUE,TRUE,FALSE,TRUE,41.927918,-87.735999,FAR BELOW EXPECTATIONS,23,23rd,11,11th,17,2018,AVERAGE,10,10th,12,12th
609718,John F Kennedy High School,HS,6325 W 56TH ST,Chicago,Illinois,60638,TRUE,1553,1022,65.81,277,136,44,1169,300,13,15,0,0,10,2,0,FALSE,TRUE,FALSE,TRUE,41.789961,-87.78084,MET EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609719,Lake View High School,HS,4015 N ASHLAND AVE,Chicago,Illinois,60613,TRUE,1360,990,72.79,230,125,138,963,170,43,9,0,0,35,2,0,FALSE,TRUE,FALSE,TRUE,41.954764,-87.668953,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609720,Albert G Lane Technical High School,HS,2501 W ADDISON ST,Chicago,Illinois,60618,FALSE,4466,1945,43.55,200,28,351,1791,1658,479,17,0,0,136,18,16,TRUE,FALSE,FALSE,FALSE,41.946645,-87.691013,FAR ABOVE EXPECTATIONS,99,99th,99,99th,99,2018,AVERAGE,81,81st,93,93rd
609722,Manley Career Academy High School,HS,2935 W POLK ST,Chicago,Illinois,60612,TRUE,83,70,84.34,34,0,81,2,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,41.870939,-87.699896,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609723,John Marshall Metropolitan High School,HS,3250 W ADAMS ST,Chicago,Illinois,60624,TRUE,247,237,95.95,64,1,242,5,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,41.878444,-87.70805,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609724,Stephen T Mather High School,HS,5835 N LINCOLN AVE,Chicago,Illinois,60659,TRUE,1410,1220,86.52,204,393,189,544,228,418,9,0,0,15,7,0,FALSE,TRUE,TRUE,TRUE,41.987589,-87.702496,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609725,Morgan Park High School,HS,1744 W PRYOR AVE,Chicago,Illinois,60643,TRUE,1191,1027,86.23,145,2,1158,16,4,0,0,0,0,7,0,6,FALSE,FALSE,FALSE,TRUE,41.692035,-87.665658,BELOW EXPECTATIONS,93,93rd,87,87th,90,2018,AVERAGE,32,32nd,47,47th
609726,Gwendolyn Brooks College Preparatory Academy HS,HS,250 E 111TH ST,Chicago,Illinois,60628,FALSE,978,667,68.2,55,2,783,178,8,2,1,0,0,4,2,0,FALSE,FALSE,FALSE,TRUE,41.692763,-87.616353,FAR ABOVE EXPECTATIONS,99,99th,97,97th,98,2018,AVERAGE,19,19th,43,43rd
609727,Wendell Phillips Academy High School,HS,244 E PERSHING RD,Chicago,Illinois,60653,TRUE,670,632,94.33,130,6,656,10,1,0,0,0,0,0,1,2,TRUE,FALSE,FALSE,TRUE,41.82388,-87.619796,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609728,Theodore Roosevelt High School,HS,3436 W WILSON AVE,Chicago,Illinois,60625,TRUE,922,868,94.14,187,317,111,647,58,81,10,0,0,4,11,0,FALSE,TRUE,TRUE,TRUE,41.964828,-87.714819,BELOW EXPECTATIONS,39,39th,23,23rd,31,2018,AVERAGE,36,36th,9,9th
609729,Carl Schurz High School,HS,3601 N MILWAUKEE AVE,Chicago,Illinois,60641,FALSE,1528,1376,90.05,325,320,154,1247,80,23,5,0,0,13,6,0,FALSE,TRUE,FALSE,TRUE,41.946365,-87.735612,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609730,Nicholas Senn High School,HS,5900 N GLENWOOD AVE,Chicago,Illinois,60660,TRUE,1390,1103,79.35,178,269,351,584,146,256,10,0,0,33,9,1,TRUE,TRUE,FALSE,TRUE,41.989029,-87.667136,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609732,Charles P Steinmetz College Preparatory HS,HS,3030 N MOBILE AVE,Chicago,Illinois,60634,TRUE,1197,988,82.54,220,252,184,860,105,30,5,0,0,12,1,0,TRUE,TRUE,FALSE,TRUE,41.935634,-87.783515,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609733,Roger C Sullivan High School,HS,6631 N BOSWORTH AVE,Chicago,Illinois,60626,TRUE,663,574,86.58,151,286,268,229,46,108,2,0,0,5,3,2,TRUE,TRUE,TRUE,TRUE,42.002688,-87.669192,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609734,William Howard Taft High School,HS,6530 W BRYN MAWR AVE,Chicago,Illinois,60631,TRUE,3264,1536,47.06,376,252,72,1270,1553,265,10,0,0,83,9,2,FALSE,TRUE,FALSE,FALSE,41.982961,-87.791547,MET EXPECTATIONS,99,99th,99,99th,99,2018,AVERAGE,73,73rd,84,84th
609735,Edward Tilden Career Community Academy HS,HS,4747 S UNION AVE,Chicago,Illinois,60609,TRUE,223,205,91.93,66,29,109,89,22,2,0,0,0,1,0,0,TRUE,TRUE,FALSE,TRUE,41.80751,-87.642966,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609737,Friedrich W von Steuben Metropolitan Science HS,HS,5039 N KIMBALL AVE,Chicago,Illinois,60625,FALSE,1740,1163,66.84,98,42,169,996,289,238,11,0,0,35,2,0,FALSE,FALSE,FALSE,TRUE,41.973185,-87.713386,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609738,Lincoln Park High School,HS,2001 N ORCHARD ST,Chicago,Illinois,60614,TRUE,2067,975,47.17,189,70,442,679,590,257,8,0,0,82,3,6,FALSE,TRUE,FALSE,FALSE,41.918268,-87.646009,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609739,George Washington High School,HS,3535 E 114TH ST,Chicago,Illinois,60617,TRUE,1393,1194,85.71,207,202,65,1236,66,3,15,0,0,8,0,0,TRUE,TRUE,FALSE,TRUE,41.688137,-87.53757,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609740,Wells Community Academy High School,HS,936 N ASHLAND AVE,Chicago,Illinois,60622,TRUE,354,317,89.55,91,49,170,153,21,3,0,0,0,4,0,3,FALSE,TRUE,FALSE,TRUE,41.898995,-87.667483,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609741,Gurdon S Hubbard High School,HS,6200 S HAMLIN AVE,Chicago,Illinois,60629,TRUE,1631,1557,95.46,237,293,106,1482,29,3,8,0,0,3,0,0,TRUE,TRUE,FALSE,TRUE,41.780526,-87.718014,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609744,Northside Learning Center High School,HS,3730 W BRYN MAWR AVE,Chicago,Illinois,60659,FALSE,213,184,86.38,213,77,43,113,44,8,2,0,0,3,0,0,FALSE,TRUE,,TRUE,41.982973,-87.722386,NO DATA AVAILABLE,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609745,Southside Occupational Academy High School,HS,7342 S HOYNE AVE,Chicago,Illinois,60636,FALSE,253,232,91.7,253,30,174,63,15,1,0,0,0,0,0,0,TRUE,TRUE,,TRUE,41.759852,-87.675947,NO DATA AVAILABLE,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609746,Kenwood Academy High School,HS,5015 S BLACKSTONE AVE,Chicago,Illinois,60615,TRUE,1837,1057,57.54,109,23,1547,88,93,51,6,0,0,45,3,4,FALSE,TRUE,FALSE,TRUE,41.803772,-87.590421,ABOVE EXPECTATIONS,99,99th,99,99th,99,2018,AVERAGE,81,81st,93,93rd
609748,Consuella B York Alternative HS,HS,2700 S CALIFORNIA AVE,Chicago,Illinois,60608,FALSE,159,156,98.11,53,7,131,24,3,0,1,0,0,0,0,0,FALSE,,,TRUE,41.842533,-87.695261,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609749,Northside College Preparatory High School,HS,5501 N KEDZIE AVE,Chicago,Illinois,60625,FALSE,1079,476,44.11,56,5,83,319,291,219,5,0,7,38,3,114,FALSE,FALSE,FALSE,FALSE,41.981315,-87.708708,FAR ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609750,Simpson Academy HS for Young Women,HS,1321 S PAULINA ST,Chicago,Illinois,60608,FALSE,40,39,97.5,5,3,27,12,0,0,1,0,0,0,0,0,FALSE,,,TRUE,41.864365,-87.668722,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609751,Dr  Martin Luther King  Jr  College Prep HS,HS,4445 S DREXEL BLVD,Chicago,Illinois,60653,FALSE,496,392,79.03,61,12,467,19,1,3,1,0,0,4,0,1,FALSE,FALSE,FALSE,TRUE,41.813675,-87.603874,ABOVE EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609753,Chicago High School for Agricultural Sciences,HS,3857 W 111TH ST,Chicago,Illinois,60655,FALSE,748,298,39.84,146,10,328,132,264,2,6,0,0,15,1,0,FALSE,TRUE,FALSE,FALSE,41.691221,-87.71777,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609754,Chicago Military Academy High School,HS,3519 S GILES AVE,Chicago,Illinois,60653,FALSE,293,210,71.67,22,16,190,96,3,1,0,0,0,3,0,0,TRUE,TRUE,FALSE,TRUE,41.830555,-87.619216,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609755,Whitney M Young Magnet High School,HS,211 S LAFLIN ST,Chicago,Illinois,60607,FALSE,2194,833,37.97,140,22,451,643,620,371,6,0,0,89,14,0,FALSE,TRUE,FALSE,FALSE,41.878603,-87.664233,FAR ABOVE EXPECTATIONS,99,99th,99,99th,99,2018,AVERAGE,54,54th,85,85th
609756,Marie Sklodowska Curie Metropolitan High School,HS,4959 S ARCHER AVE,Chicago,Illinois,60632,TRUE,2747,2446,89.04,307,357,354,2269,55,49,10,0,0,9,1,0,FALSE,TRUE,FALSE,TRUE,41.80306,-87.722042,BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609759,Roberto Clemente Community Academy High School,HS,1147 N WESTERN AVE,Chicago,Illinois,60622,TRUE,666,588,88.29,162,76,193,453,11,2,3,0,0,3,1,0,TRUE,TRUE,FALSE,TRUE,41.902626,-87.686906,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609760,George Washington Carver Military Academy HS,HS,13100 S DOTY AVE,Chicago,Illinois,60827,FALSE,468,404,86.32,26,23,164,297,6,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,41.65629,-87.59062,MET EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609761,George H Corliss High School,HS,821 E 103RD ST,Chicago,Illinois,60628,FALSE,274,248,90.51,79,2,269,3,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,41.70666,-87.601216,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609762,Percy L Julian High School,HS,10330 S ELIZABETH ST,Chicago,Illinois,60643,TRUE,425,362,85.18,108,1,416,8,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,41.705859,-87.653749,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609764,Benito Juarez Community Academy High School,HS,1450 W CERMAK RD,Chicago,Illinois,60608,TRUE,1665,1214,72.91,264,336,51,1582,10,10,5,0,0,6,0,1,FALSE,TRUE,TRUE,TRUE,41.852667,-87.663732,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,BELOW AVERAGE,,,,
609766,Jacqueline B Vaughn Occupational High School,HS,4355 N LINDER AVE,Chicago,Illinois,60641,FALSE,223,164,73.54,223,73,52,117,49,3,0,0,0,1,1,0,FALSE,,,TRUE,41.960364,-87.764663,NO DATA AVAILABLE,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609768,Hope College Preparatory High School,HS,5515 S LOWE AVE,Chicago,Illinois,60621,TRUE,21,18,85.71,21,8,9,8,3,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,41.793553,-87.641244,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,AVERAGE,,,,
609769,Ray Graham Training Center High School,HS,2347 S WABASH AVE,Chicago,Illinois,60616,FALSE,110,101,91.82,110,34,51,48,4,6,0,0,0,1,0,0,TRUE,TRUE,,TRUE,41.849675,-87.625315,NO DATA AVAILABLE,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
